< 0.5 to < 0.5,< 0.5 to > 0.5,> 0.5 to > 0.5,> 0.5 to < 0.5
2.6,77.2,27.6,3.8
7.8,2.4,10.8,2.2
36.4,9.2,2.0,2.0
13.4,28.0,8.0,19.8
2.0,12.6,74.4,5.0
10.8,9.4,31.4,6.8
7.4,27.8,5.8,40.2
9.0,6.8,10.4,22.4
15.8,13.8,20.4,3.6
13.6,5.0,3.8,65.8
5.0,4.2,4.6,
78.2,7.2,3.0,
10.6,4.6,3.8,
4.4,3.8,15.8,
100.2,11.0,36.8,
138.8,5.2,9.0,
2.2,29.8,9.0,
3.8,15.0,34.8,
27.6,5.0,26.0,
2.8,3.4,3.6,
2.2,3.4,33.2,
68.0,3.0,7.2,
2.6,10.4,24.4,
35.6,13.8,26.0,
6.6,21.4,10.2,
23.4,6.2,2.6,
6.4,7.2,8.8,
18.2,4.2,4.8,
11.6,8.2,18.2,
6.6,24.0,13.0,
57.2,34.2,27.6,
9.4,15.8,5.4,
3.4,6.2,76.0,
66.4,7.0,4.0,
7.2,8.8,3.0,
4.8,7.6,4.4,
13.8,13.0,26.2,
13.8,22.8,6.2,
6.2,2.2,33.4,
15.8,15.4,2.6,
3.6,9.8,14.8,
3.6,3.2,8.6,
14.6,9.4,17.4,
37.0,11.2,3.2,
5.8,12.2,19.6,
2.2,2.0,11.2,
32.4,19.8,14.6,
9.4,9.0,24.4,
97.6,54.0,8.6,
7.8,39.0,24.4,
17.4,2.4,3.4,
4.6,2.0,8.0,
3.0,4.8,3.4,
11.2,2.2,11.8,
3.0,3.8,75.2,
31.8,5.0,6.8,
9.6,3.2,15.4,
68.4,3.0,69.6,
8.0,4.0,98.6,
2.2,3.2,10.0,
113.8,9.6,5.8,
27.4,4.2,12.6,
2.2,24.6,4.2,
13.6,2.8,3.8,
6.8,5.2,4.4,
20.0,14.8,5.4,
14.6,6.2,11.0,
11.0,2.0,2.6,
7.6,3.6,3.6,
18.0,2.6,20.4,
4.6,3.6,4.0,
8.6,3.2,11.0,
2.8,6.4,25.2,
6.2,5.8,30.6,
10.8,9.4,25.8,
2.6,39.0,6.0,
9.8,84.0,2.8,
4.6,5.4,3.6,
7.6,7.0,10.4,
4.0,10.6,6.6,
17.8,12.2,26.0,
2.4,38.8,8.4,
3.2,39.8,2.4,
5.0,64.2,22.8,
66.6,16.2,29.4,
3.0,64.8,7.0,
16.8,3.0,6.0,
81.0,6.0,47.2,
4.6,2.0,10.6,
19.4,36.8,9.0,
5.6,9.0,36.8,
4.8,5.4,4.4,
3.8,4.2,32.6,
2.8,16.2,21.6,
10.4,16.6,12.2,
2.4,7.8,13.8,
2.0,7.2,14.4,
3.6,12.0,13.6,
20.0,6.0,3.8,
2.6,14.4,19.6,
9.2,3.6,2.0,
3.2,7.6,5.4,
18.8,2.4,9.4,
88.2,10.4,2.0,
7.0,15.8,33.6,
31.0,28.8,3.0,
2.8,12.4,8.0,
4.4,50.8,2.6,
3.0,40.4,13.2,
11.4,9.2,2.6,
2.0,33.8,9.6,
2.8,5.0,49.0,
2.8,5.4,13.2,
37.0,2.2,17.6,
2.6,17.4,24.4,
6.2,15.2,5.4,
8.0,39.4,3.4,
3.6,16.4,13.2,
4.8,5.4,13.4,
7.8,9.2,15.0,
23.2,3.4,5.8,
2.8,7.8,10.4,
3.8,44.0,10.0,
9.2,3.4,5.4,
4.8,7.0,30.2,
3.8,49.8,4.6,
40.6,9.6,4.8,
2.0,8.8,13.8,
44.0,7.4,5.0,
3.6,50.4,5.2,
42.6,18.2,6.0,
45.6,16.8,31.0,
7.0,10.6,35.4,
2.2,3.0,8.0,
42.4,3.4,6.2,
3.4,2.8,6.8,
2.2,2.0,37.4,
4.0,8.4,4.8,
5.4,25.0,9.8,
2.4,22.2,11.0,
3.8,20.2,9.2,
8.2,38.2,9.2,
14.0,27.2,4.0,
24.6,25.6,11.6,
12.4,13.4,17.0,
10.4,86.2,10.2,
10.4,12.2,4.2,
2.8,7.0,15.0,
3.6,5.4,6.8,
14.4,17.8,8.6,
14.4,61.8,15.4,
113.8,8.0,13.2,
3.6,26.0,7.0,
55.4,4.2,3.2,
3.6,8.8,7.6,
2.8,3.8,32.2,
27.2,48.2,20.4,
5.2,6.0,6.4,
94.4,58.0,6.4,
4.8,4.4,3.2,
12.2,4.6,10.2,
4.6,2.2,7.4,
2.4,3.4,29.2,
3.4,15.4,15.2,
2.4,3.2,14.0,
44.8,47.4,5.8,
2.4,12.6,6.6,
83.2,9.2,2.2,
11.8,13.2,2.8,
12.2,2.4,2.2,
11.0,7.0,14.6,
3.8,3.0,2.4,
10.2,9.0,3.2,
29.8,16.4,64.0,
2.8,59.6,49.2,
15.2,19.4,13.4,
4.2,5.2,2.4,
12.6,58.0,6.0,
3.8,12.6,4.6,
39.2,13.4,2.0,
2.0,7.6,17.0,
98.6,6.2,10.2,
3.6,6.8,2.4,
41.4,2.4,4.6,
4.2,112.4,12.6,
12.2,5.2,8.0,
4.0,15.0,16.2,
8.2,3.4,5.6,
11.4,10.4,3.2,
3.6,2.6,17.8,
6.8,2.0,6.8,
20.6,42.6,4.4,
2.2,9.4,5.0,
6.2,9.2,8.4,
4.8,9.8,15.6,
32.2,28.4,14.2,
5.4,4.6,7.8,
12.8,2.4,7.0,
4.4,4.6,2.6,
14.4,46.0,12.4,
5.4,5.2,37.0,
13.2,22.0,11.0,
4.2,23.8,7.6,
4.0,8.6,5.0,
14.8,4.4,36.2,
4.6,96.4,8.4,
20.4,2.4,22.4,
3.2,25.8,21.4,
27.0,73.2,15.4,
15.8,30.8,15.0,
3.8,16.2,17.2,
12.4,9.4,28.8,
7.0,17.0,43.8,
3.4,2.2,18.6,
50.8,6.2,45.4,
13.6,4.2,6.0,
29.4,3.6,5.8,
5.4,9.6,3.2,
13.0,2.6,6.8,
2.2,10.8,20.2,
7.8,5.8,4.4,
8.6,23.8,3.0,
9.2,9.6,4.0,
21.8,11.0,6.2,
2.6,11.6,5.4,
14.8,4.2,2.2,
3.8,24.6,2.8,
29.4,7.0,3.0,
11.0,15.0,7.6,
15.4,12.4,3.4,
4.2,2.8,71.2,
10.2,8.0,10.4,
2.2,81.4,10.8,
3.0,3.2,3.4,
16.0,3.0,5.8,
3.8,10.4,57.6,
16.2,3.0,2.6,
15.6,5.0,8.4,
37.2,19.4,15.0,
6.6,4.2,22.6,
7.0,10.0,21.4,
23.2,2.4,18.2,
20.6,,6.0,
2.0,,83.6,
51.8,,31.4,
5.8,,13.2,
3.6,,27.2,
4.4,,10.8,
3.2,,8.2,
2.0,,14.2,
7.8,,50.8,
5.6,,12.2,
65.6,,11.0,
6.4,,12.8,
22.0,,12.4,
45.4,,40.0,
3.2,,3.6,
7.6,,53.4,
2.2,,3.2,
4.4,,17.2,
38.0,,22.2,
4.4,,12.4,
17.6,,8.0,
204.6,,55.4,
2.2,,6.8,
5.2,,14.6,
8.6,,3.6,
2.6,,15.8,
2.2,,3.6,
26.2,,18.0,
52.8,,2.8,
3.6,,8.6,
6.2,,16.8,
6.6,,2.2,
142.0,,74.0,
3.4,,2.0,
39.8,,7.4,
4.0,,45.6,
18.8,,2.4,
4.2,,42.0,
152.2,,10.8,
7.8,,23.8,
54.0,,32.2,
4.0,,4.0,
8.8,,33.6,
2.8,,3.0,
6.4,,31.4,
12.4,,8.0,
22.2,,9.6,
11.2,,29.2,
7.8,,24.4,
4.0,,4.6,
17.6,,2.2,
39.6,,3.2,
19.0,,7.6,
2.4,,5.4,
3.2,,3.4,
5.6,,14.4,
3.0,,6.6,
46.0,,5.0,
3.8,,10.4,
6.2,,29.4,
24.2,,15.6,
3.8,,4.4,
4.0,,2.6,
3.6,,3.2,
2.8,,7.8,
5.8,,4.8,
40.6,,2.6,
26.2,,5.6,
5.8,,7.8,
16.6,,8.6,
4.2,,28.0,
11.6,,37.8,
6.0,,2.4,
8.8,,13.2,
10.6,,19.8,
3.4,,21.6,
55.8,,2.2,
3.6,,18.4,
5.2,,12.8,
14.6,,18.0,
79.8,,12.0,
2.2,,43.4,
11.2,,22.4,
45.4,,59.8,
72.2,,5.2,
15.8,,21.4,
8.0,,39.8,
32.2,,15.4,
10.4,,23.8,
3.0,,89.2,
34.8,,4.8,
4.4,,5.8,
11.6,,11.0,
34.8,,3.2,
3.6,,2.2,
4.0,,2.4,
42.4,,9.2,
2.6,,5.4,
37.8,,11.0,
56.0,,5.2,
26.2,,40.6,
9.6,,10.8,
7.0,,2.2,
5.2,,10.6,
2.8,,7.6,
21.8,,5.0,
11.8,,5.4,
2.0,,3.8,
17.0,,60.0,
24.8,,22.6,
3.8,,11.8,
34.4,,2.6,
3.4,,8.4,
13.0,,5.2,
6.2,,4.4,
8.6,,24.6,
12.4,,9.0,
3.8,,5.6,
37.0,,5.6,
44.4,,17.4,
4.6,,14.2,
43.0,,9.0,
6.2,,4.2,
12.4,,7.0,
31.4,,15.0,
14.0,,6.8,
3.0,,8.4,
3.4,,59.8,
84.8,,4.6,
25.2,,3.6,
5.2,,12.0,
27.8,,18.2,
27.0,,5.0,
20.2,,44.6,
5.4,,6.6,
2.2,,4.0,
5.0,,8.2,
14.4,,51.4,
3.8,,28.6,
26.0,,5.0,
10.4,,44.2,
2.2,,6.6,
2.8,,5.4,
2.4,,2.4,
15.0,,27.2,
2.4,,16.2,
5.6,,9.6,
11.4,,5.0,
42.2,,9.4,
17.6,,8.0,
11.0,,12.8,
4.2,,17.4,
16.4,,4.0,
30.2,,53.8,
23.6,,3.4,
13.4,,8.6,
24.6,,2.6,
12.4,,27.6,
5.8,,38.4,
12.6,,14.4,
7.6,,16.4,
3.2,,3.4,
2.8,,28.0,
15.0,,6.2,
3.0,,49.6,
7.8,,14.0,
2.2,,16.4,
2.0,,7.8,
3.6,,13.6,
5.2,,15.8,
17.0,,16.2,
3.4,,8.8,
18.8,,18.4,
12.6,,28.8,
12.0,,4.4,
22.8,,8.0,
3.0,,136.2,
6.8,,53.0,
2.8,,5.0,
7.4,,12.0,
2.4,,3.4,
5.4,,2.8,
6.4,,4.4,
7.2,,9.6,
8.0,,11.8,
8.6,,17.8,
7.2,,23.2,
3.0,,13.2,
5.8,,30.8,
5.2,,17.4,
11.6,,30.8,
4.2,,4.6,
8.0,,10.2,
4.4,,37.8,
2.6,,11.4,
6.6,,5.0,
24.8,,3.0,
8.0,,3.0,
2.6,,7.4,
6.6,,11.8,
7.2,,24.4,
6.6,,52.2,
23.4,,38.0,
11.6,,16.4,
6.0,,5.6,
8.0,,28.4,
3.2,,7.6,
2.2,,3.2,
11.0,,48.6,
5.0,,9.0,
14.2,,58.4,
23.6,,2.4,
5.0,,13.2,
4.0,,29.4,
5.2,,4.6,
7.2,,15.0,
3.0,,21.8,
16.0,,11.6,
36.0,,10.2,
3.2,,18.4,
8.2,,15.2,
4.6,,20.4,
7.6,,2.0,
4.6,,23.0,
26.0,,7.6,
29.4,,10.6,
11.4,,22.2,
12.6,,7.4,
3.4,,34.4,
3.6,,16.8,
4.6,,5.6,
3.6,,24.8,
6.2,,5.0,
2.0,,30.8,
32.0,,4.0,
2.0,,18.2,
4.4,,23.6,
2.8,,4.4,
2.2,,10.2,
11.6,,8.6,
12.2,,2.0,
4.2,,29.4,
16.2,,4.2,
4.4,,50.2,
5.8,,7.8,
10.0,,6.2,
4.4,,32.4,
5.0,,5.6,
3.0,,8.2,
2.4,,3.8,
10.2,,5.6,
5.6,,6.6,
3.2,,5.0,
3.0,,9.4,
35.6,,5.0,
2.4,,3.2,
2.8,,2.6,
4.6,,11.4,
9.6,,3.0,
4.8,,8.0,
11.2,,19.6,
3.8,,17.2,
8.0,,14.4,
38.4,,13.4,
6.6,,3.6,
34.6,,36.2,
2.0,,29.4,
10.2,,11.4,
22.6,,20.6,
8.4,,4.2,
11.4,,3.8,
3.8,,20.4,
61.2,,6.0,
2.0,,21.0,
3.2,,9.2,
29.0,,5.8,
4.0,,16.2,
19.4,,13.6,
8.6,,17.2,
11.4,,3.4,
10.2,,3.8,
4.2,,2.2,
14.0,,7.4,
8.4,,20.0,
29.2,,7.4,
14.8,,9.4,
29.2,,20.4,
7.6,,2.2,
5.4,,5.8,
26.8,,2.0,
10.6,,54.4,
2.0,,10.8,
37.2,,5.8,
9.6,,4.0,
2.0,,3.8,
9.2,,15.0,
65.8,,15.2,
4.4,,2.0,
9.8,,3.6,
4.4,,21.8,
11.0,,10.0,
4.2,,4.8,
6.8,,3.4,
48.8,,10.6,
75.4,,7.0,
3.6,,9.0,
27.4,,3.6,
3.2,,8.2,
8.8,,4.2,
69.0,,4.0,
7.2,,4.2,
12.6,,15.6,
3.2,,2.2,
14.0,,12.2,
17.6,,7.0,
37.2,,6.2,
54.8,,6.8,
10.6,,16.0,
21.8,,4.2,
41.6,,4.2,
9.4,,2.8,
5.6,,2.0,
5.4,,7.0,
8.6,,3.2,
2.8,,3.6,
2.2,,7.2,
28.6,,10.2,
3.6,,7.0,
11.8,,32.0,
9.6,,5.8,
6.0,,19.4,
8.0,,13.8,
174.4,,17.8,
53.2,,7.2,
4.4,,13.6,
5.4,,24.2,
27.8,,11.0,
11.8,,7.4,
35.2,,6.8,
3.0,,8.8,
3.4,,5.6,
4.8,,6.2,
26.0,,8.6,
2.4,,3.8,
5.4,,5.2,
3.0,,9.8,
34.0,,9.2,
3.6,,7.6,
6.4,,4.2,
3.8,,3.0,
17.4,,2.8,
23.2,,28.2,
14.2,,3.2,
61.2,,3.4,
34.4,,6.2,
107.8,,3.4,
5.4,,14.2,
14.4,,8.4,
4.4,,7.8,
17.2,,4.0,
4.0,,5.6,
2.4,,2.0,
23.0,,5.2,
6.4,,3.4,
33.2,,20.4,
4.2,,13.4,
3.8,,9.4,
40.8,,10.6,
8.0,,7.6,
12.2,,7.8,
35.8,,51.0,
3.4,,9.2,
36.6,,58.6,
4.0,,4.2,
2.0,,31.8,
5.0,,16.0,
5.6,,7.8,
18.6,,5.6,
17.6,,16.2,
6.2,,90.2,
7.6,,4.6,
8.2,,15.4,
29.0,,9.2,
35.8,,11.8,
2.2,,10.6,
8.4,,15.4,
11.2,,3.0,
4.4,,14.0,
23.6,,4.4,
16.8,,13.0,
72.4,,5.6,
2.0,,2.6,
27.8,,3.6,
45.4,,13.8,
67.0,,20.6,
2.8,,3.8,
10.8,,45.4,
4.8,,7.0,
29.0,,9.6,
60.4,,130.4,
3.4,,15.8,
168.4,,10.4,
7.6,,10.8,
7.6,,17.0,
3.6,,7.4,
37.4,,13.2,
2.8,,5.8,
5.4,,19.8,
22.8,,22.4,
6.6,,8.6,
5.4,,5.4,
11.2,,11.2,
27.8,,23.6,
53.8,,8.4,
19.8,,5.4,
3.6,,5.0,
6.0,,13.0,
120.2,,6.8,
22.0,,8.0,
4.4,,2.6,
7.6,,13.8,
44.4,,17.6,
13.2,,2.8,
11.2,,3.2,
17.0,,7.6,
11.6,,4.4,
2.4,,12.8,
2.2,,16.6,
3.8,,6.8,
3.2,,9.2,
10.8,,5.2,
5.6,,4.0,
9.8,,12.0,
2.8,,3.4,
6.6,,25.4,
2.6,,2.0,
7.2,,7.2,
2.8,,3.2,
11.2,,3.2,
3.4,,10.8,
5.4,,9.0,
35.8,,6.6,
7.2,,13.4,
8.6,,3.8,
3.8,,4.4,
3.0,,4.2,
2.6,,5.2,
3.0,,8.6,
6.0,,3.0,
6.0,,4.2,
13.4,,4.8,
12.2,,46.6,
18.8,,11.0,
5.4,,6.0,
52.0,,3.4,
6.0,,23.8,
7.6,,13.4,
17.6,,8.2,
2.6,,35.2,
7.6,,16.4,
7.8,,11.0,
3.8,,3.6,
11.6,,2.4,
2.8,,5.2,
9.8,,12.2,
12.0,,2.2,
2.4,,12.2,
52.6,,4.8,
3.4,,12.6,
7.0,,32.4,
3.6,,3.8,
77.6,,65.4,
4.8,,63.0,
3.0,,5.0,
5.8,,11.6,
24.4,,38.0,
8.8,,4.0,
7.2,,6.4,
34.6,,20.8,
10.4,,4.4,
4.0,,7.2,
22.0,,16.6,
2.2,,3.0,
6.2,,2.0,
2.2,,9.2,
5.2,,4.0,
21.0,,12.4,
63.0,,2.6,
8.8,,9.6,
9.6,,19.8,
4.2,,28.2,
6.2,,59.2,
2.0,,8.8,
10.8,,5.6,
13.6,,4.2,
11.4,,4.4,
3.4,,2.8,
45.6,,10.0,
132.6,,13.0,
4.2,,3.0,
53.8,,3.0,
17.6,,8.2,
3.8,,27.0,
49.6,,6.2,
4.2,,16.8,
75.2,,39.6,
6.2,,7.4,
93.8,,10.6,
4.0,,39.0,
2.4,,10.0,
3.0,,54.2,
4.2,,10.8,
4.6,,64.6,
60.4,,3.0,
2.6,,87.0,
12.8,,6.0,
39.8,,2.2,
12.4,,27.6,
15.0,,2.2,
2.0,,20.6,
7.4,,6.4,
15.2,,6.2,
7.4,,5.6,
155.2,,4.2,
108.2,,10.2,
39.8,,7.6,
152.4,,3.6,
11.4,,2.6,
4.2,,12.4,
6.4,,10.6,
2.6,,13.4,
12.8,,2.8,
10.0,,5.6,
16.4,,12.0,
7.6,,5.6,
12.2,,6.2,
4.8,,24.2,
5.2,,8.4,
5.8,,8.6,
60.0,,5.8,
33.8,,40.6,
2.6,,2.8,
46.4,,4.8,
104.4,,18.8,
5.6,,17.0,
9.4,,10.8,
13.8,,13.0,
25.0,,3.8,
14.0,,2.0,
5.6,,7.8,
17.4,,17.6,
16.6,,2.0,
5.2,,9.2,
2.2,,6.4,
6.6,,11.8,
2.4,,6.2,
4.6,,17.4,
23.2,,11.0,
19.4,,16.8,
7.8,,13.0,
10.0,,3.0,
97.8,,11.8,
47.4,,8.8,
3.0,,50.2,
2.0,,21.0,
22.4,,10.2,
10.4,,4.2,
81.6,,16.6,
20.6,,15.6,
4.8,,3.6,
10.8,,9.4,
3.4,,18.2,
12.0,,23.6,
3.0,,6.4,
23.2,,25.8,
2.2,,22.0,
24.0,,5.0,
2.4,,6.6,
6.6,,4.8,
6.6,,3.8,
15.6,,3.2,
2.0,,4.2,
2.4,,26.2,
233.4,,59.6,
4.8,,12.8,
19.8,,4.0,
3.6,,17.8,
17.0,,14.8,
6.6,,5.6,
5.4,,29.6,
7.2,,16.2,
3.8,,5.6,
13.8,,13.4,
55.4,,26.4,
3.4,,31.2,
40.4,,2.8,
2.2,,14.4,
36.0,,15.6,
27.6,,18.4,
10.0,,12.2,
15.6,,2.6,
5.8,,17.0,
7.4,,11.8,
12.6,,5.4,
4.4,,6.8,
34.0,,9.6,
2.2,,7.8,
63.4,,12.0,
5.6,,27.8,
3.2,,5.6,
19.2,,21.4,
4.2,,3.0,
8.6,,52.8,
6.6,,18.0,
5.4,,3.0,
8.2,,29.0,
5.0,,22.0,
37.2,,12.4,
2.4,,7.2,
67.2,,3.4,
9.0,,18.6,
2.6,,2.4,
15.6,,9.4,
16.2,,12.0,
7.6,,2.2,
2.8,,15.2,
8.6,,12.6,
4.4,,6.8,
8.4,,3.8,
12.0,,11.0,
2.0,,67.2,
19.8,,13.2,
16.6,,2.0,
2.6,,17.0,
3.2,,5.4,
5.2,,2.4,
6.2,,4.0,
19.8,,4.8,
6.8,,23.0,
17.0,,9.0,
10.2,,3.6,
70.0,,15.0,
4.4,,14.8,
3.8,,6.6,
8.4,,6.4,
3.0,,37.2,
3.0,,9.4,
4.8,,4.2,
26.0,,4.2,
3.6,,9.2,
18.6,,3.2,
7.0,,17.0,
10.8,,28.0,
2.0,,72.2,
26.0,,23.6,
9.0,,38.4,
4.2,,12.2,
40.4,,42.8,
3.8,,8.6,
47.4,,15.8,
24.8,,19.2,
6.2,,9.4,
17.4,,62.4,
30.0,,35.4,
9.2,,44.2,
3.0,,16.2,
6.6,,11.4,
76.0,,10.0,
42.0,,2.4,
3.0,,5.4,
3.6,,6.8,
2.6,,21.2,
26.8,,6.8,
2.8,,9.4,
16.0,,2.2,
6.6,,38.4,
30.2,,5.8,
39.6,,17.6,
4.0,,3.8,
20.8,,10.4,
3.4,,6.4,
2.2,,22.4,
9.4,,40.8,
3.2,,4.8,
3.0,,19.2,
10.8,,2.6,
8.6,,19.2,
14.2,,12.6,
14.0,,2.4,
32.6,,97.2,
9.0,,5.2,
5.2,,24.4,
26.4,,2.0,
8.6,,64.4,
17.0,,82.4,
15.4,,6.6,
18.8,,2.4,
22.0,,39.0,
12.2,,18.2,
5.8,,107.2,
5.8,,36.2,
2.0,,5.2,
4.2,,12.2,
6.4,,3.6,
18.6,,2.4,
6.0,,10.4,
4.6,,8.0,
15.4,,12.6,
,,20.6,
,,16.6,
,,37.0,
,,10.8,
,,68.8,
,,13.8,
,,4.4,
,,8.4,
,,9.2,
,,13.0,
,,5.0,
,,12.2,
,,43.8,
,,2.0,
,,101.6,
,,41.0,
,,24.0,
,,3.2,
,,2.8,
,,13.0,
,,6.6,
,,5.4,
,,15.6,
,,8.4,
,,8.6,
,,13.2,
,,5.2,
,,3.8,
,,23.4,
,,13.6,
,,2.2,
,,5.4,
,,21.2,
,,7.4,
,,2.0,
,,6.8,
,,5.4,
,,2.8,
,,26.8,
,,4.8,
,,5.0,
,,3.8,
,,6.4,
,,2.2,
,,5.4,
,,3.2,
,,9.4,
,,13.8,
,,5.8,
,,8.6,
,,11.0,
,,4.0,
,,4.0,
,,26.6,
,,3.4,
,,3.8,
,,12.4,
,,6.8,
,,7.0,
,,6.0,
,,5.4,
,,2.8,
,,2.0,
,,4.4,
,,5.6,
,,5.2,
,,3.6,
,,6.8,
,,21.6,
,,43.0,
,,5.2,
,,5.6,
,,11.2,
,,3.0,
,,11.4,
,,42.0,
,,3.4,
,,7.4,
,,10.4,
,,22.8,
,,34.4,
,,18.8,
,,11.8,
,,3.4,
,,20.8,
,,19.0,
,,10.8,
,,9.6,
,,23.4,
,,4.6,
,,4.8,
,,5.0,
,,9.8,
,,6.8,
,,22.8,
,,3.2,
,,4.2,
,,5.2,
,,16.4,
,,5.6,
,,24.4,
,,16.8,
,,17.2,
,,80.0,
,,28.2,
,,7.6,
,,69.0,
,,9.8,
,,15.4,
,,7.2,
,,5.2,
,,42.6,
,,2.8,
,,9.6,
,,6.4,
,,14.2,
,,3.4,
,,11.2,
,,5.6,
,,5.2,
,,22.0,
,,5.2,
,,19.0,
,,6.0,
,,4.4,
,,4.0,
,,3.4,
,,15.2,
,,23.6,
,,5.4,
,,15.2,
,,16.4,
,,10.6,
,,42.2,
,,3.2,
,,7.0,
,,12.2,
,,14.4,
,,2.6,
,,3.0,
,,14.2,
,,68.6,
,,24.4,
,,2.2,
,,9.4,
,,29.2,
,,23.0,
,,52.2,
,,33.2,
,,14.6,
,,9.4,
,,8.0,
,,13.0,
,,24.4,
,,11.2,
,,4.2,
,,45.8,
,,5.8,
,,3.2,
,,7.6,
,,2.0,
,,18.0,
,,3.0,
,,6.0,
,,15.6,
,,3.0,
,,2.0,
,,4.4,
,,3.2,
,,3.4,
,,5.2,
,,2.6,
,,7.2,
,,24.4,
,,14.0,
,,12.6,
,,2.4,
,,50.8,
,,27.8,
,,6.0,
,,5.2,
,,26.8,
,,33.8,
,,4.8,
,,18.4,
,,94.2,
,,10.0,
,,9.4,
,,2.2,
,,2.4,
,,7.0,
,,6.6,
,,12.8,
,,6.0,
,,4.8,
,,10.8,
,,44.0,
,,2.2,
,,3.0,
,,21.6,
,,5.6,
,,3.0,
,,13.8,
,,2.2,
,,2.4,
,,12.4,
,,58.0,
,,4.2,
,,2.2,
,,5.0,
,,11.8,
,,6.4,
,,11.6,
,,14.0,
,,3.4,
,,6.0,
,,17.6,
,,8.4,
,,8.4,
,,6.6,
,,3.0,
,,51.6,
,,7.2,
,,11.6,
,,20.4,
,,17.4,
,,30.6,
,,5.4,
,,13.0,
,,2.0,
,,26.6,
,,4.2,
,,24.0,
,,5.4,
,,3.8,
,,15.2,
,,37.4,
,,2.6,
,,21.4,
,,18.0,
,,6.8,
,,19.8,
,,5.8,
,,33.4,
,,16.4,
,,7.6,
,,6.4,
,,9.4,
,,7.4,
,,28.8,
,,7.6,
,,4.2,
,,11.0,
,,5.2,
,,5.0,
,,83.4,
,,62.2,
,,18.6,
,,4.8,
,,13.4,
,,12.6,
,,19.8,
,,2.4,
,,20.2,
,,68.2,
,,3.0,
,,11.8,
,,29.0,
,,3.8,
,,4.8,
,,5.0,
,,3.8,
,,2.0,
,,2.4,
,,13.8,
,,4.2,
,,5.8,
,,8.2,
,,3.6,
,,2.6,
,,6.2,
,,5.4,
,,4.8,
,,5.2,
,,15.6,
,,12.8,
,,5.0,
,,19.0,
,,8.6,
,,9.8,
,,11.2,
,,9.4,
,,3.0,
,,5.2,
,,4.2,
,,7.2,
,,11.0,
,,5.4,
,,3.2,
,,4.2,
,,11.2,
,,5.0,
,,9.4,
,,3.4,
,,20.0,
,,13.4,
,,24.4,
,,7.2,
,,3.0,
,,4.0,
,,34.2,
,,36.6,
,,15.0,
,,6.6,
,,26.0,
,,4.0,
,,10.0,
,,22.8,
,,13.6,
,,3.2,
,,5.8,
,,17.4,
,,4.8,
,,32.4,
,,5.2,
,,17.4,
,,10.2,
,,6.0,
,,6.2,
,,17.2,
,,2.6,
,,6.6,
,,2.4,
,,79.6,
,,4.6,
,,12.2,
,,2.2,
,,2.2,
,,7.4,
,,7.6,
,,4.4,
,,3.0,
,,10.8,
,,4.4,
,,30.4,
,,2.0,
,,7.4,
,,14.4,
,,3.2,
,,5.8,
,,33.8,
,,5.6,
,,8.6,
,,60.2,
,,49.0,
,,12.6,
,,2.2,
,,8.0,
,,12.2,
,,29.4,
,,3.6,
,,17.0,
,,14.6,
,,19.0,
,,2.2,
,,7.4,
,,20.8,
,,30.6,
,,15.0,
,,34.6,
,,21.4,
,,7.0,
,,27.0,
,,13.8,
,,25.0,
,,40.2,
,,24.2,
,,4.6,
,,9.6,
,,3.4,
,,4.8,
,,7.0,
,,68.0,
,,79.0,
,,13.6,
