molecule,FRET_before,FRET_after,Time,number_of_frames,treatment,repeat,transition_type,shift,is_in_sequence,CumulativeTime,CumulativeTime(s),transition_name
005_03_A8A2_2.0,0.06338,0.611677,238,1360,03_A8A2,2.0,low-high,low-low,False,500,100.0,$T_{low-high}$
005_03_A8A2_2.0,0.611677,0.49778,6,1360,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
005_03_A8A2_2.0,0.49778,0.611677,55,1360,03_A8A2,2.0,low-high,high-low,False,55,11.0,$T_{low-high}$
005_03_A8A2_2.0,0.611677,0.386228,36,1360,03_A8A2,2.0,high-low,low-high,False,36,7.2,$T_{high-low}$
005_03_A8A2_2.0,0.49778,0.611677,21,1360,03_A8A2,2.0,low-high,low-low,False,55,11.0,$T_{low-high}$
006_03_A8A2_1.0,0.212875,0.792326,16,1170,03_A8A2,1.0,low-high,low-low,False,1133,226.6,$T_{low-high}$
007_03_A8A2_1.0,0.160214,0.680268,40,55,03_A8A2,1.0,low-high,,False,40,8.0,$T_{low-high}$
007_03_A8A2_2.0,0.090407,0.847251,81,465,03_A8A2,2.0,low-high,,False,81,16.2,$T_{low-high}$
007_03_A8A2_2.0,0.847251,0.090407,1,465,03_A8A2,2.0,high-low,low-high,False,1,0.2,$T_{high-low}$
007_03_A8A2_2.0,0.090407,0.847251,117,465,03_A8A2,2.0,low-high,high-low,False,117,23.4,$T_{low-high}$
007_03_A8A2_2.0,0.847251,0.090407,6,465,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
007_03_A8A2_2.0,0.090407,0.847251,202,465,03_A8A2,2.0,low-high,high-low,False,202,40.400000000000006,$T_{low-high}$
008_03_A8A2_1.0,0.032284,0.91592,1004,1005,03_A8A2,1.0,low-high,,False,1004,200.8,$T_{low-high}$
009_03_A8A2_1.0,0.064032,0.90008,447,460,03_A8A2,1.0,low-high,,False,447,89.4,$T_{low-high}$
009_03_A8A2_2.0,0.239958,0.712773,7,1053,03_A8A2,2.0,low-high,low-low,False,973,194.6,$T_{low-high}$
010_03_A8A2_1.0,0.078018,0.907282,101,140,03_A8A2,1.0,low-high,,False,101,20.200000000000003,$T_{low-high}$
010_03_A8A2_2.0,0.072464,0.692983,104,1455,03_A8A2,2.0,low-high,low-low,False,73,14.6,$T_{low-high}$
010_03_A8A2_2.0,0.692983,0.270334,29,1455,03_A8A2,2.0,high-low,low-high,False,29,5.800000000000001,$T_{high-low}$
010_03_A8A2_2.0,0.072464,0.692983,7,1455,03_A8A2,2.0,low-high,low-low,False,7,1.4,$T_{low-high}$
010_03_A8A2_2.0,0.692983,0.270334,38,1455,03_A8A2,2.0,high-low,low-high,False,38,7.6,$T_{high-low}$
010_03_A8A2_2.0,0.270334,0.692983,4,1455,03_A8A2,2.0,low-high,low-low,False,42,8.4,$T_{low-high}$
010_03_A8A2_2.0,0.692983,0.072464,6,1455,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
011_03_A8A2_2.0,0.823988,0.144312,39,130,03_A8A2,2.0,high-low,,False,39,7.800000000000001,$T_{high-low}$
011_03_A8A2_2.0,0.144312,0.549403,26,130,03_A8A2,2.0,low-high,high-low,False,26,5.2,$T_{low-high}$
011_03_A8A2_2.0,0.549403,0.144312,64,130,03_A8A2,2.0,high-low,low-high,False,64,12.8,$T_{high-low}$
012_03_A8A2_2.0,0.131309,0.686648,305,310,03_A8A2,2.0,low-high,,False,305,61.0,$T_{low-high}$
013_03_A8A2_1.0,0.086093,0.934017,158,185,03_A8A2,1.0,low-high,,False,158,31.6,$T_{low-high}$
013_03_A8A2_2.0,0.277296,0.755481,18,975,03_A8A2,2.0,low-high,low-low,False,18,3.6,$T_{low-high}$
013_03_A8A2_2.0,0.755481,0.277296,2,975,03_A8A2,2.0,high-low,low-high,False,2,0.4,$T_{high-low}$
013_03_A8A2_2.0,0.277296,0.755481,51,975,03_A8A2,2.0,low-high,low-low,False,719,143.8,$T_{low-high}$
013_03_A8A2_2.0,0.755481,0.277296,5,975,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
014_03_A8A2_1.0,0.274143,0.783065,19,102,03_A8A2,1.0,low-high,,False,19,3.8,$T_{low-high}$
014_03_A8A2_2.0,0.073713,0.733156,274,280,03_A8A2,2.0,low-high,,False,274,54.8,$T_{low-high}$
017_03_A8A2_1.0,0.056897,0.889428,499,535,03_A8A2,1.0,low-high,,False,499,99.8,$T_{low-high}$
017_03_A8A2_2.0,0.061003,0.852929,29,1100,03_A8A2,2.0,low-high,low-low,False,151,30.200000000000003,$T_{low-high}$
017_03_A8A2_2.0,0.852929,0.061003,16,1100,03_A8A2,2.0,high-low,low-high,False,16,3.2,$T_{high-low}$
017_03_A8A2_2.0,0.318558,0.852929,1,1100,03_A8A2,2.0,low-high,low-low,False,1,0.2,$T_{low-high}$
017_03_A8A2_2.0,0.852929,0.061003,3,1100,03_A8A2,2.0,high-low,low-high,False,3,0.6000000000000001,$T_{high-low}$
017_03_A8A2_2.0,0.061003,0.852929,10,1100,03_A8A2,2.0,low-high,low-low,False,720,144.0,$T_{low-high}$
018_03_A8A2_2.0,0.882788,0.062733,90,555,03_A8A2,2.0,high-low,high-high,False,90,18.0,$T_{high-low}$
019_03_A8A2_1.0,0.150925,0.513158,48,1300,03_A8A2,1.0,low-high,low-low,False,1215,243.0,$T_{low-high}$
019_03_A8A2_2.0,0.173189,0.631444,23,1020,03_A8A2,2.0,low-high,low-low,False,23,4.6000000000000005,$T_{low-high}$
019_03_A8A2_2.0,0.631444,0.173189,1,1020,03_A8A2,2.0,high-low,low-high,False,1,0.2,$T_{high-low}$
019_03_A8A2_2.0,0.173189,0.631444,29,1020,03_A8A2,2.0,low-high,low-low,False,77,15.4,$T_{low-high}$
019_03_A8A2_2.0,0.859532,0.173189,25,1020,03_A8A2,2.0,high-low,high-high,False,25,5.0,$T_{high-low}$
019_03_A8A2_2.0,0.173189,0.631444,41,1020,03_A8A2,2.0,low-high,high-low,False,41,8.200000000000001,$T_{low-high}$
019_03_A8A2_2.0,0.859532,0.173189,6,1020,03_A8A2,2.0,high-low,high-high,False,6,1.2000000000000002,$T_{high-low}$
019_03_A8A2_2.0,0.173189,0.859532,46,1020,03_A8A2,2.0,low-high,high-low,False,46,9.2,$T_{low-high}$
019_03_A8A2_2.0,0.859532,0.173189,5,1020,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
019_03_A8A2_2.0,0.173189,0.631444,9,1020,03_A8A2,2.0,low-high,high-low,False,9,1.8,$T_{low-high}$
019_03_A8A2_2.0,0.859532,0.173189,15,1020,03_A8A2,2.0,high-low,high-high,False,48,9.6,$T_{high-low}$
019_03_A8A2_2.0,0.173189,0.859532,8,1020,03_A8A2,2.0,low-high,high-low,False,8,1.6,$T_{low-high}$
019_03_A8A2_2.0,0.859532,0.055329,16,1020,03_A8A2,2.0,high-low,low-high,False,16,3.2,$T_{high-low}$
021_03_A8A2_1.0,0.047261,0.929983,182,285,03_A8A2,1.0,low-high,,False,182,36.4,$T_{low-high}$
021_03_A8A2_1.0,0.929983,0.047261,11,285,03_A8A2,1.0,high-low,low-high,False,11,2.2,$T_{high-low}$
023_03_A8A2_1.0,0.35865,0.707463,33,480,03_A8A2,1.0,low-high,low-low,False,33,6.6000000000000005,$T_{low-high}$
023_03_A8A2_1.0,0.707463,0.35865,60,480,03_A8A2,1.0,high-low,low-high,False,60,12.0,$T_{high-low}$
024_03_A8A2_1.0,0.069699,0.856097,365,375,03_A8A2,1.0,low-high,,False,365,73.0,$T_{low-high}$
024_03_A8A2_2.0,0.706872,0.479134,217,218,03_A8A2,2.0,high-low,,False,217,43.400000000000006,$T_{high-low}$
025_03_A8A2_2.0,0.334905,0.75466,20,886,03_A8A2,2.0,low-high,low-low,False,808,161.60000000000002,$T_{low-high}$
025_03_A8A2_2.0,0.75466,0.334905,54,886,03_A8A2,2.0,high-low,low-high,False,54,10.8,$T_{high-low}$
026_03_A8A2_1.0,0.979377,0.252272,34,250,03_A8A2,1.0,high-low,,False,34,6.800000000000001,$T_{high-low}$
026_03_A8A2_1.0,0.252272,0.62294,197,250,03_A8A2,1.0,low-high,high-low,False,197,39.400000000000006,$T_{low-high}$
027_03_A8A2_1.0,0.67465,0.176152,149,1100,03_A8A2,1.0,high-low,,False,149,29.8,$T_{high-low}$
028_03_A8A2_2.0,0.038976,0.515241,394,615,03_A8A2,2.0,low-high,,False,394,78.80000000000001,$T_{low-high}$
028_03_A8A2_2.0,0.515241,0.038976,47,615,03_A8A2,2.0,high-low,low-high,False,47,9.4,$T_{high-low}$
028_03_A8A2_2.0,0.038976,0.515241,144,615,03_A8A2,2.0,low-high,high-low,False,144,28.8,$T_{low-high}$
029_03_A8A2_1.0,0.068436,0.578911,1455,1460,03_A8A2,1.0,low-high,,False,1455,291.0,$T_{low-high}$
030_03_A8A2_1.0,0.074435,0.900416,198,500,03_A8A2,1.0,low-high,,False,198,39.6,$T_{low-high}$
031_03_A8A2_1.0,0.064272,0.592333,732,740,03_A8A2,1.0,low-high,,False,732,146.4,$T_{low-high}$
032_03_A8A2_2.0,0.027447,0.687561,169,575,03_A8A2,2.0,low-high,,False,169,33.800000000000004,$T_{low-high}$
032_03_A8A2_2.0,0.687561,0.027447,6,575,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
032_03_A8A2_2.0,0.027447,0.966732,82,575,03_A8A2,2.0,low-high,high-low,False,82,16.400000000000002,$T_{low-high}$
032_03_A8A2_2.0,0.966732,0.027447,1,575,03_A8A2,2.0,high-low,low-high,False,1,0.2,$T_{high-low}$
032_03_A8A2_2.0,0.027447,0.966732,1,575,03_A8A2,2.0,low-high,high-low,False,1,0.2,$T_{low-high}$
032_03_A8A2_2.0,0.966732,0.027447,5,575,03_A8A2,2.0,high-low,high-high,False,26,5.2,$T_{high-low}$
032_03_A8A2_2.0,0.027447,0.687561,250,575,03_A8A2,2.0,low-high,high-low,False,250,50.0,$T_{low-high}$
035_03_A8A2_1.0,0.047643,0.841247,373,895,03_A8A2,1.0,low-high,low-low,False,504,100.8,$T_{low-high}$
035_03_A8A2_2.0,0.17785,0.865811,139,580,03_A8A2,2.0,low-high,,False,139,27.8,$T_{low-high}$
035_03_A8A2_2.0,0.865811,0.17785,4,580,03_A8A2,2.0,high-low,low-high,False,4,0.8,$T_{high-low}$
035_03_A8A2_2.0,0.17785,0.865811,401,580,03_A8A2,2.0,low-high,high-low,False,401,80.2,$T_{low-high}$
035_03_A8A2_2.0,0.865811,0.17785,15,580,03_A8A2,2.0,high-low,low-high,False,15,3.0,$T_{high-low}$
035_03_A8A2_2.0,0.17785,0.865811,6,580,03_A8A2,2.0,low-high,high-low,False,6,1.2000000000000002,$T_{low-high}$
036_03_A8A2_1.0,0.922986,0.286151,18,400,03_A8A2,1.0,high-low,high-high,False,273,54.6,$T_{high-low}$
036_03_A8A2_1.0,0.286151,0.564361,60,400,03_A8A2,1.0,low-high,high-low,False,60,12.0,$T_{low-high}$
036_03_A8A2_2.0,0.024674,0.794596,284,424,03_A8A2,2.0,low-high,,False,284,56.8,$T_{low-high}$
036_03_A8A2_2.0,0.794596,0.024674,7,424,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
036_03_A8A2_2.0,0.024674,0.794596,1,424,03_A8A2,2.0,low-high,high-low,False,1,0.2,$T_{low-high}$
036_03_A8A2_2.0,0.794596,0.024674,5,424,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
036_03_A8A2_2.0,0.024674,0.794596,7,424,03_A8A2,2.0,low-high,high-low,False,7,1.4,$T_{low-high}$
036_03_A8A2_2.0,0.794596,0.024674,9,424,03_A8A2,2.0,high-low,low-high,False,9,1.8,$T_{high-low}$
036_03_A8A2_2.0,0.024674,0.794596,86,424,03_A8A2,2.0,low-high,high-low,False,86,17.2,$T_{low-high}$
037_03_A8A2_1.0,0.145198,0.853756,1152,1165,03_A8A2,1.0,low-high,,False,1152,230.4,$T_{low-high}$
038_03_A8A2_1.0,0.664332,0.349247,132,890,03_A8A2,1.0,high-low,,False,132,26.4,$T_{high-low}$
039_03_A8A2_1.0,0.085543,0.631744,114,120,03_A8A2,1.0,low-high,,False,114,22.8,$T_{low-high}$
040_03_A8A2_1.0,0.449839,0.793715,21,110,03_A8A2,1.0,low-high,,False,21,4.2,$T_{low-high}$
040_03_A8A2_1.0,0.793715,0.449839,35,110,03_A8A2,1.0,high-low,low-high,False,35,7.0,$T_{high-low}$
040_03_A8A2_2.0,0.304275,0.606334,258,475,03_A8A2,2.0,low-high,,False,258,51.6,$T_{low-high}$
042_03_A8A2_2.0,-0.01027,0.507916,623,1025,03_A8A2,2.0,low-high,,False,623,124.6,$T_{low-high}$
042_03_A8A2_2.0,0.507916,-0.01027,6,1025,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
042_03_A8A2_2.0,-0.01027,0.507916,344,1025,03_A8A2,2.0,low-high,high-low,False,344,68.8,$T_{low-high}$
042_03_A8A2_2.0,0.507916,-0.01027,15,1025,03_A8A2,2.0,high-low,low-high,False,15,3.0,$T_{high-low}$
042_03_A8A2_2.0,-0.01027,0.507916,22,1025,03_A8A2,2.0,low-high,high-low,False,22,4.4,$T_{low-high}$
043_03_A8A2_2.0,0.983338,0.122994,6,735,03_A8A2,2.0,high-low,,False,6,1.2000000000000002,$T_{high-low}$
043_03_A8A2_2.0,0.122994,0.983338,728,735,03_A8A2,2.0,low-high,high-low,False,728,145.6,$T_{low-high}$
044_03_A8A2_1.0,0.051824,0.973904,617,625,03_A8A2,1.0,low-high,,False,617,123.4,$T_{low-high}$
045_03_A8A2_2.0,0.87595,0.490894,59,501,03_A8A2,2.0,high-low,high-high,False,59,11.8,$T_{high-low}$
047_03_A8A2_2.0,0.04001,0.545694,740,980,03_A8A2,2.0,low-high,,False,740,148.0,$T_{low-high}$
047_03_A8A2_2.0,0.545694,0.04001,1,980,03_A8A2,2.0,high-low,low-high,False,1,0.2,$T_{high-low}$
047_03_A8A2_2.0,0.04001,0.545694,219,980,03_A8A2,2.0,low-high,high-low,False,219,43.8,$T_{low-high}$
048_03_A8A2_1.0,0.346469,0.643952,118,365,03_A8A2,1.0,low-high,low-low,False,118,23.6,$T_{low-high}$
048_03_A8A2_1.0,0.643952,0.10488,30,365,03_A8A2,1.0,high-low,low-high,False,30,6.0,$T_{high-low}$
048_03_A8A2_2.0,0.179028,0.821017,29,895,03_A8A2,2.0,low-high,low-low,False,581,116.2,$T_{low-high}$
048_03_A8A2_2.0,0.821017,0.050266,18,895,03_A8A2,2.0,high-low,low-high,False,18,3.6,$T_{high-low}$
048_03_A8A2_2.0,0.179028,0.821017,3,895,03_A8A2,2.0,low-high,low-low,False,3,0.6000000000000001,$T_{low-high}$
048_03_A8A2_2.0,0.821017,0.179028,21,895,03_A8A2,2.0,high-low,low-high,False,21,4.2,$T_{high-low}$
048_03_A8A2_2.0,0.179028,0.597968,22,895,03_A8A2,2.0,low-high,low-low,False,19,3.8,$T_{low-high}$
048_03_A8A2_2.0,0.597968,0.179028,4,895,03_A8A2,2.0,high-low,low-high,False,4,0.8,$T_{high-low}$
048_03_A8A2_2.0,0.179028,0.597968,31,895,03_A8A2,2.0,low-high,high-low,False,31,6.2,$T_{low-high}$
048_03_A8A2_2.0,0.597968,0.179028,12,895,03_A8A2,2.0,high-low,low-high,False,12,2.4000000000000004,$T_{high-low}$
048_03_A8A2_2.0,0.179028,0.597968,4,895,03_A8A2,2.0,low-high,high-low,False,4,0.8,$T_{low-high}$
048_03_A8A2_2.0,0.597968,0.179028,3,895,03_A8A2,2.0,high-low,high-high,False,37,7.4,$T_{high-low}$
048_03_A8A2_2.0,0.179028,0.821017,41,895,03_A8A2,2.0,low-high,high-low,False,41,8.200000000000001,$T_{low-high}$
049_03_A8A2_2.0,0.434686,0.938454,3,1560,03_A8A2,2.0,low-high,low-low,False,3,0.6000000000000001,$T_{low-high}$
049_03_A8A2_2.0,0.938454,0.214903,15,1560,03_A8A2,2.0,high-low,low-high,False,15,3.0,$T_{high-low}$
049_03_A8A2_2.0,0.214903,0.938454,40,1560,03_A8A2,2.0,low-high,low-low,False,112,22.4,$T_{low-high}$
049_03_A8A2_2.0,0.938454,0.434686,40,1560,03_A8A2,2.0,high-low,low-high,False,40,8.0,$T_{high-low}$
049_03_A8A2_2.0,0.434686,0.938454,1,1560,03_A8A2,2.0,low-high,high-low,False,1,0.2,$T_{low-high}$
049_03_A8A2_2.0,0.938454,0.214903,4,1560,03_A8A2,2.0,high-low,low-high,False,4,0.8,$T_{high-low}$
049_03_A8A2_2.0,0.434686,0.938454,12,1560,03_A8A2,2.0,low-high,low-low,False,897,179.4,$T_{low-high}$
049_03_A8A2_2.0,0.938454,0.434686,7,1560,03_A8A2,2.0,high-low,low-high,False,7,1.4,$T_{high-low}$
049_03_A8A2_2.0,0.434686,0.938454,17,1560,03_A8A2,2.0,low-high,high-low,False,17,3.4000000000000004,$T_{low-high}$
049_03_A8A2_2.0,0.938454,0.214903,61,1560,03_A8A2,2.0,high-low,low-high,False,61,12.2,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,47,1105,03_A8A2,2.0,low-high,low-low,False,441,88.2,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,51,1105,03_A8A2,2.0,high-low,low-high,False,51,10.2,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,15,1105,03_A8A2,2.0,low-high,high-low,False,15,3.0,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,10,1105,03_A8A2,2.0,high-low,low-high,False,10,2.0,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,3,1105,03_A8A2,2.0,low-high,high-low,False,3,0.6000000000000001,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,26,1105,03_A8A2,2.0,high-low,low-high,False,26,5.2,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,42,1105,03_A8A2,2.0,low-high,high-low,False,42,8.4,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,35,1105,03_A8A2,2.0,high-low,low-high,False,35,7.0,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,21,1105,03_A8A2,2.0,low-high,high-low,False,21,4.2,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,162,1105,03_A8A2,2.0,high-low,low-high,False,162,32.4,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,7,1105,03_A8A2,2.0,low-high,high-low,False,7,1.4,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,54,1105,03_A8A2,2.0,high-low,low-high,False,54,10.8,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,9,1105,03_A8A2,2.0,low-high,high-low,False,9,1.8,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,70,1105,03_A8A2,2.0,high-low,low-high,False,70,14.0,$T_{high-low}$
050_03_A8A2_2.0,0.351258,0.524638,54,1105,03_A8A2,2.0,low-high,high-low,False,54,10.8,$T_{low-high}$
050_03_A8A2_2.0,0.524638,0.351258,10,1105,03_A8A2,2.0,high-low,low-high,False,10,2.0,$T_{high-low}$
051_03_A8A2_1.0,0.086476,0.517292,1299,1315,03_A8A2,1.0,low-high,,False,1299,259.8,$T_{low-high}$
051_03_A8A2_2.0,0.065498,0.917214,106,115,03_A8A2,2.0,low-high,,False,106,21.200000000000003,$T_{low-high}$
052_03_A8A2_2.0,0.096857,1.119492,69,85,03_A8A2,2.0,low-high,,False,69,13.8,$T_{low-high}$
052_03_A8A2_2.0,1.119492,0.096857,1,85,03_A8A2,2.0,high-low,low-high,False,1,0.2,$T_{high-low}$
053_03_A8A2_1.0,0.063216,1.00065,1364,1380,03_A8A2,1.0,low-high,,False,1364,272.8,$T_{low-high}$
053_03_A8A2_2.0,0.042589,0.87082,1256,1730,03_A8A2,2.0,low-high,,False,1256,251.2,$T_{low-high}$
053_03_A8A2_2.0,0.87082,0.302547,24,1730,03_A8A2,2.0,high-low,low-high,False,24,4.800000000000001,$T_{high-low}$
053_03_A8A2_2.0,0.042589,0.87082,13,1730,03_A8A2,2.0,low-high,low-low,False,13,2.6,$T_{low-high}$
053_03_A8A2_2.0,0.87082,0.302547,79,1730,03_A8A2,2.0,high-low,high-high,False,32,6.4,$T_{high-low}$
053_03_A8A2_2.0,0.302547,0.87082,8,1730,03_A8A2,2.0,low-high,high-low,False,8,1.6,$T_{low-high}$
053_03_A8A2_2.0,0.87082,0.042589,2,1730,03_A8A2,2.0,high-low,high-high,False,6,1.2000000000000002,$T_{high-low}$
053_03_A8A2_2.0,0.042589,0.87082,4,1730,03_A8A2,2.0,low-high,low-low,False,18,3.6,$T_{low-high}$
053_03_A8A2_2.0,0.87082,0.042589,20,1730,03_A8A2,2.0,high-low,low-high,False,20,4.0,$T_{high-low}$
053_03_A8A2_2.0,0.302547,0.582242,6,1730,03_A8A2,2.0,low-high,low-low,False,6,1.2000000000000002,$T_{low-high}$
053_03_A8A2_2.0,0.87082,0.302547,16,1730,03_A8A2,2.0,high-low,high-high,False,16,3.2,$T_{high-low}$
053_03_A8A2_2.0,0.302547,0.582242,3,1730,03_A8A2,2.0,low-high,high-low,False,3,0.6000000000000001,$T_{low-high}$
053_03_A8A2_2.0,0.582242,0.302547,5,1730,03_A8A2,2.0,high-low,low-high,False,5,1.0,$T_{high-low}$
053_03_A8A2_2.0,0.302547,0.582242,22,1730,03_A8A2,2.0,low-high,high-low,False,22,4.4,$T_{low-high}$
053_03_A8A2_2.0,0.582242,0.302547,6,1730,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002,$T_{high-low}$
054_03_A8A2_2.0,0.505856,0.188082,8,365,03_A8A2,2.0,high-low,,False,8,1.6,$T_{high-low}$
054_03_A8A2_2.0,0.188082,0.505856,207,365,03_A8A2,2.0,low-high,high-low,False,207,41.400000000000006,$T_{low-high}$
054_03_A8A2_2.0,0.505856,0.188082,25,365,03_A8A2,2.0,high-low,low-high,False,25,5.0,$T_{high-low}$
054_03_A8A2_2.0,0.188082,0.505856,27,365,03_A8A2,2.0,low-high,high-low,False,27,5.4,$T_{low-high}$
055_03_A8A2_1.0,0.560586,0.292239,32,950,03_A8A2,1.0,high-low,,False,32,6.4,$T_{high-low}$
055_03_A8A2_1.0,0.188153,0.560586,10,950,03_A8A2,1.0,low-high,low-low,False,674,134.8,$T_{low-high}$
055_03_A8A2_1.0,0.560586,0.292239,14,950,03_A8A2,1.0,high-low,low-high,False,14,2.8000000000000003,$T_{high-low}$
055_03_A8A2_1.0,0.292239,0.560586,60,950,03_A8A2,1.0,low-high,high-low,False,60,12.0,$T_{low-high}$
055_03_A8A2_1.0,0.560586,0.292239,28,950,03_A8A2,1.0,high-low,low-high,False,28,5.6000000000000005,$T_{high-low}$
055_03_A8A2_1.0,0.292239,0.560586,32,950,03_A8A2,1.0,low-high,high-low,False,32,6.4,$T_{low-high}$
055_03_A8A2_1.0,0.560586,0.292239,9,950,03_A8A2,1.0,high-low,low-high,False,9,1.8,$T_{high-low}$
055_03_A8A2_1.0,0.292239,0.560586,9,950,03_A8A2,1.0,low-high,high-low,False,9,1.8,$T_{low-high}$
055_03_A8A2_1.0,0.560586,0.292239,12,950,03_A8A2,1.0,high-low,low-high,False,12,2.4000000000000004,$T_{high-low}$
055_03_A8A2_1.0,0.292239,0.560586,20,950,03_A8A2,1.0,low-high,high-low,False,20,4.0,$T_{low-high}$
056_03_A8A2_1.0,0.212222,0.798851,184,210,03_A8A2,1.0,low-high,,False,184,36.8,$T_{low-high}$
056_03_A8A2_2.0,0.188319,0.520322,36,1545,03_A8A2,2.0,low-high,low-low,False,1377,275.40000000000003,$T_{low-high}$
056_03_A8A2_2.0,0.520322,0.188319,57,1545,03_A8A2,2.0,high-low,low-high,False,57,11.4,$T_{high-low}$
056_03_A8A2_2.0,0.188319,0.520322,24,1545,03_A8A2,2.0,low-high,high-low,False,24,4.800000000000001,$T_{low-high}$
056_03_A8A2_2.0,0.520322,0.007659,28,1545,03_A8A2,2.0,high-low,low-high,False,28,5.6000000000000005,$T_{high-low}$
057_03_A8A2_1.0,0.069096,0.548763,199,330,03_A8A2,1.0,low-high,,False,199,39.8,$T_{low-high}$
057_03_A8A2_1.0,0.548763,0.069096,21,330,03_A8A2,1.0,high-low,low-high,False,21,4.2,$T_{high-low}$
058_03_A8A2_2.0,0.0865,0.698253,792,1155,03_A8A2,2.0,low-high,,False,792,158.4,$T_{low-high}$
058_03_A8A2_2.0,0.698253,0.0865,3,1155,03_A8A2,2.0,high-low,low-high,False,3,0.6000000000000001,$T_{high-low}$
058_03_A8A2_2.0,0.0865,0.698253,6,1155,03_A8A2,2.0,low-high,high-low,False,6,1.2000000000000002,$T_{low-high}$
058_03_A8A2_2.0,0.698253,0.0865,22,1155,03_A8A2,2.0,high-low,low-high,False,22,4.4,$T_{high-low}$
059_03_A8A2_1.0,0.583865,0.36308,26,510,03_A8A2,1.0,high-low,high-high,False,26,5.2,$T_{high-low}$
059_03_A8A2_1.0,0.36308,0.583865,34,510,03_A8A2,1.0,low-high,low-low,False,307,61.400000000000006,$T_{low-high}$
059_03_A8A2_1.0,0.583865,0.155697,117,510,03_A8A2,1.0,high-low,low-high,False,117,23.4,$T_{high-low}$
060_03_A8A2_2.0,0.089323,0.842921,10,600,03_A8A2,2.0,low-high,low-low,False,445,89.0,$T_{low-high}$
060_03_A8A2_2.0,0.842921,0.449152,29,600,03_A8A2,2.0,high-low,low-high,False,29,5.800000000000001,$T_{high-low}$
061_03_A8A2_1.0,0.094296,0.776233,123,150,03_A8A2,1.0,low-high,,False,123,24.6,$T_{low-high}$
061_03_A8A2_2.0,0.195167,0.509859,122,215,03_A8A2,2.0,low-high,,False,122,24.4,$T_{low-high}$
063_03_A8A2_1.0,0.871717,0.082491,92,440,03_A8A2,1.0,high-low,,False,92,18.4,$T_{high-low}$
063_03_A8A2_2.0,0.057125,0.80654,37,785,03_A8A2,2.0,low-high,,False,37,7.4,$T_{low-high}$
063_03_A8A2_2.0,0.80654,0.278093,28,785,03_A8A2,2.0,high-low,low-high,False,28,5.6000000000000005,$T_{high-low}$
064_03_A8A2_1.0,0.093885,0.712078,348,740,03_A8A2,1.0,low-high,,False,348,69.60000000000001,$T_{low-high}$
064_03_A8A2_1.0,0.712078,0.093885,9,740,03_A8A2,1.0,high-low,low-high,False,9,1.8,$T_{high-low}$
064_03_A8A2_1.0,0.093885,0.712078,122,740,03_A8A2,1.0,low-high,high-low,False,122,24.4,$T_{low-high}$
064_03_A8A2_1.0,0.712078,0.093885,21,740,03_A8A2,1.0,high-low,low-high,False,21,4.2,$T_{high-low}$
064_03_A8A2_1.0,0.093885,0.712078,183,740,03_A8A2,1.0,low-high,high-low,False,183,36.6,$T_{low-high}$
064_03_A8A2_1.0,0.712078,0.093885,2,740,03_A8A2,1.0,high-low,low-high,False,2,0.4,$T_{high-low}$
064_03_A8A2_1.0,0.093885,0.712078,11,740,03_A8A2,1.0,low-high,high-low,False,11,2.2,$T_{low-high}$
064_03_A8A2_2.0,0.339868,0.654935,47,340,03_A8A2,2.0,low-high,low-low,False,150,30.0,$T_{low-high}$
064_03_A8A2_2.0,1.000439,0.339868,11,340,03_A8A2,2.0,high-low,high-high,False,11,2.2,$T_{high-low}$
064_03_A8A2_2.0,0.339868,0.654935,5,340,03_A8A2,2.0,low-high,low-low,False,54,10.8,$T_{low-high}$
064_03_A8A2_2.0,0.654935,0.03046,4,340,03_A8A2,2.0,high-low,low-high,False,4,0.8,$T_{high-low}$
