Molecule,FRET_before,FRET_after,Time,number_of_frames,treatment_name,repeat,transition_type,shift,is_in_sequence,CumulativeTime,CumulativeTime(s)
009_03_A8A2_2.0,0.239958,0.045878,22,1053,03_A8A2,2.0,low-low,low-low,True,0,0.0
009_03_A8A2_2.0,0.045878,-0.14157,39,1053,03_A8A2,2.0,low-low,low-low,True,0,0.0
009_03_A8A2_2.0,-0.14157,0.045878,1,1053,03_A8A2,2.0,low-low,low-low,True,0,0.0
009_03_A8A2_2.0,0.045878,0.239958,19,1053,03_A8A2,2.0,low-low,low-low,True,0,0.0
009_03_A8A2_2.0,0.239958,0.712773,7,1053,03_A8A2,2.0,low-high,low-low,False,973,194.60000000000002
010_03_A8A2_1.0,0.078018,0.907282,101,140,03_A8A2,1.0,low-high,,False,101,20.200000000000003
010_03_A8A2_2.0,0.072464,0.270334,52,1455,03_A8A2,2.0,low-low,,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,6,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,13,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,2,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.692983,104,1455,03_A8A2,2.0,low-high,low-low,False,73,14.600000000000001
010_03_A8A2_2.0,0.692983,0.270334,29,1455,03_A8A2,2.0,high-low,low-high,False,29,5.800000000000001
010_03_A8A2_2.0,0.270334,0.072464,3,1455,03_A8A2,2.0,low-low,high-low,False,0,0.0
010_03_A8A2_2.0,0.072464,0.692983,7,1455,03_A8A2,2.0,low-high,low-low,False,7,1.4000000000000001
010_03_A8A2_2.0,0.692983,0.270334,38,1455,03_A8A2,2.0,high-low,low-high,False,38,7.6000000000000005
010_03_A8A2_2.0,0.270334,0.072464,21,1455,03_A8A2,2.0,low-low,high-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,21,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.692983,4,1455,03_A8A2,2.0,low-high,low-low,False,42,8.4
010_03_A8A2_2.0,0.692983,0.072464,6,1455,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002
010_03_A8A2_2.0,0.072464,0.270334,5,1455,03_A8A2,2.0,low-low,high-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,5,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,33,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,6,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,7,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,9,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,7,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,2,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,832,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,3,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,117,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,4,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,61,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.270334,0.072464,7,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
010_03_A8A2_2.0,0.072464,0.270334,34,1455,03_A8A2,2.0,low-low,low-low,True,0,0.0
011_03_A8A2_1.0,0.212935,0.047186,39,700,03_A8A2,1.0,low-low,,True,0,0.0
011_03_A8A2_1.0,0.047186,0.212935,653,700,03_A8A2,1.0,low-low,low-low,True,0,0.0
011_03_A8A2_2.0,0.823988,0.144312,39,130,03_A8A2,2.0,high-low,,False,39,7.800000000000001
011_03_A8A2_2.0,0.144312,0.549403,26,130,03_A8A2,2.0,low-high,high-low,False,26,5.2
011_03_A8A2_2.0,0.549403,0.144312,64,130,03_A8A2,2.0,high-low,low-high,False,64,12.8
012_03_A8A2_2.0,0.131309,0.686648,305,310,03_A8A2,2.0,low-high,,False,305,61.0
013_03_A8A2_1.0,0.086093,0.934017,158,185,03_A8A2,1.0,low-high,,False,158,31.6
013_03_A8A2_2.0,0.071312,0.277296,167,975,03_A8A2,2.0,low-low,,False,0,0.0
013_03_A8A2_2.0,0.277296,0.755481,18,975,03_A8A2,2.0,low-high,low-low,False,18,3.6
013_03_A8A2_2.0,0.755481,0.277296,2,975,03_A8A2,2.0,high-low,low-high,False,2,0.4
013_03_A8A2_2.0,0.277296,0.071312,6,975,03_A8A2,2.0,low-low,high-low,True,0,0.0
013_03_A8A2_2.0,0.071312,0.277296,21,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.277296,0.071312,9,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.071312,0.277296,241,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.277296,0.071312,21,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.071312,0.277296,398,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.277296,0.071312,10,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.071312,0.277296,13,975,03_A8A2,2.0,low-low,low-low,True,0,0.0
013_03_A8A2_2.0,0.277296,0.755481,51,975,03_A8A2,2.0,low-high,low-low,False,719,143.8
013_03_A8A2_2.0,0.755481,0.277296,5,975,03_A8A2,2.0,high-low,low-high,False,5,1.0
014_03_A8A2_1.0,0.274143,0.783065,19,102,03_A8A2,1.0,low-high,,False,19,3.8000000000000003
014_03_A8A2_2.0,0.073713,0.733156,274,280,03_A8A2,2.0,low-high,,False,274,54.800000000000004
015_03_A8A2_2.0,0.952537,0.812223,124,257,03_A8A2,2.0,high-high,,True,0,0.0
015_03_A8A2_2.0,0.812223,0.589111,7,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
015_03_A8A2_2.0,0.589111,0.812223,3,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
015_03_A8A2_2.0,0.812223,0.589111,19,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
015_03_A8A2_2.0,0.589111,0.812223,30,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
015_03_A8A2_2.0,0.812223,0.589111,27,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
015_03_A8A2_2.0,0.589111,0.812223,20,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
015_03_A8A2_2.0,0.812223,0.589111,26,257,03_A8A2,2.0,high-high,high-high,True,0,0.0
016_03_A8A2_2.0,0.073539,0.481378,909,915,03_A8A2,2.0,low-low,,False,0,0.0
017_03_A8A2_1.0,0.056897,0.889428,499,535,03_A8A2,1.0,low-high,,False,499,99.80000000000001
017_03_A8A2_2.0,0.061003,0.318558,145,1100,03_A8A2,2.0,low-low,,True,0,0.0
017_03_A8A2_2.0,0.318558,0.061003,6,1100,03_A8A2,2.0,low-low,low-low,True,0,0.0
017_03_A8A2_2.0,0.061003,0.852929,29,1100,03_A8A2,2.0,low-high,low-low,False,151,30.200000000000003
017_03_A8A2_2.0,0.852929,0.061003,16,1100,03_A8A2,2.0,high-low,low-high,False,16,3.2
017_03_A8A2_2.0,0.061003,0.318558,28,1100,03_A8A2,2.0,low-low,high-low,False,0,0.0
017_03_A8A2_2.0,0.318558,0.852929,1,1100,03_A8A2,2.0,low-high,low-low,False,1,0.2
017_03_A8A2_2.0,0.852929,0.061003,3,1100,03_A8A2,2.0,high-low,low-high,False,3,0.6000000000000001
017_03_A8A2_2.0,0.061003,0.318558,715,1100,03_A8A2,2.0,low-low,high-low,True,0,0.0
017_03_A8A2_2.0,0.318558,0.061003,5,1100,03_A8A2,2.0,low-low,low-low,True,0,0.0
017_03_A8A2_2.0,0.061003,0.852929,10,1100,03_A8A2,2.0,low-high,low-low,False,720,144.0
018_03_A8A2_2.0,0.703,0.882788,62,555,03_A8A2,2.0,high-high,,False,0,0.0
018_03_A8A2_2.0,0.882788,0.062733,90,555,03_A8A2,2.0,high-low,high-high,False,90,18.0
018_03_A8A2_2.0,0.062733,0.270562,358,555,03_A8A2,2.0,low-low,high-low,True,0,0.0
018_03_A8A2_2.0,0.270562,0.062733,43,555,03_A8A2,2.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.033289,0.150925,673,1300,03_A8A2,1.0,low-low,,True,0,0.0
019_03_A8A2_1.0,0.150925,0.033289,62,1300,03_A8A2,1.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.033289,0.150925,279,1300,03_A8A2,1.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.150925,0.033289,18,1300,03_A8A2,1.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.033289,0.150925,92,1300,03_A8A2,1.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.150925,0.033289,64,1300,03_A8A2,1.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.033289,0.150925,27,1300,03_A8A2,1.0,low-low,low-low,True,0,0.0
019_03_A8A2_1.0,0.150925,0.513158,48,1300,03_A8A2,1.0,low-high,low-low,False,1215,243.0
019_03_A8A2_2.0,0.055329,0.173189,666,1020,03_A8A2,2.0,low-low,,False,0,0.0
019_03_A8A2_2.0,0.173189,0.631444,23,1020,03_A8A2,2.0,low-high,low-low,False,23,4.6000000000000005
019_03_A8A2_2.0,0.631444,0.173189,1,1020,03_A8A2,2.0,high-low,low-high,False,1,0.2
019_03_A8A2_2.0,0.173189,0.055329,36,1020,03_A8A2,2.0,low-low,high-low,True,0,0.0
019_03_A8A2_2.0,0.055329,0.173189,41,1020,03_A8A2,2.0,low-low,low-low,True,0,0.0
019_03_A8A2_2.0,0.173189,0.631444,29,1020,03_A8A2,2.0,low-high,low-low,False,77,15.4
019_03_A8A2_2.0,0.631444,0.859532,2,1020,03_A8A2,2.0,high-high,low-high,False,0,0.0
019_03_A8A2_2.0,0.859532,0.173189,25,1020,03_A8A2,2.0,high-low,high-high,False,25,5.0
019_03_A8A2_2.0,0.173189,0.631444,41,1020,03_A8A2,2.0,low-high,high-low,False,41,8.200000000000001
019_03_A8A2_2.0,0.631444,0.859532,2,1020,03_A8A2,2.0,high-high,low-high,False,0,0.0
019_03_A8A2_2.0,0.859532,0.173189,6,1020,03_A8A2,2.0,high-low,high-high,False,6,1.2000000000000002
019_03_A8A2_2.0,0.173189,0.859532,46,1020,03_A8A2,2.0,low-high,high-low,False,46,9.200000000000001
019_03_A8A2_2.0,0.859532,0.173189,5,1020,03_A8A2,2.0,high-low,low-high,False,5,1.0
019_03_A8A2_2.0,0.173189,0.631444,9,1020,03_A8A2,2.0,low-high,high-low,False,9,1.8
019_03_A8A2_2.0,0.631444,0.859532,1,1020,03_A8A2,2.0,high-high,low-high,True,0,0.0
019_03_A8A2_2.0,0.859532,0.631444,11,1020,03_A8A2,2.0,high-high,high-high,True,0,0.0
019_03_A8A2_2.0,0.631444,0.859532,36,1020,03_A8A2,2.0,high-high,high-high,True,0,0.0
019_03_A8A2_2.0,0.859532,0.173189,15,1020,03_A8A2,2.0,high-low,high-high,False,48,9.600000000000001
019_03_A8A2_2.0,0.173189,0.859532,8,1020,03_A8A2,2.0,low-high,high-low,False,8,1.6
019_03_A8A2_2.0,0.859532,0.055329,16,1020,03_A8A2,2.0,high-low,low-high,False,16,3.2
020_03_A8A2_2.0,0.042424,0.348027,1216,1280,03_A8A2,2.0,low-low,,True,0,0.0
020_03_A8A2_2.0,0.348027,0.042424,29,1280,03_A8A2,2.0,low-low,low-low,True,0,0.0
020_03_A8A2_2.0,0.042424,0.348027,9,1280,03_A8A2,2.0,low-low,low-low,True,0,0.0
021_03_A8A2_1.0,0.047261,0.929983,182,285,03_A8A2,1.0,low-high,,False,182,36.4
021_03_A8A2_1.0,0.929983,0.047261,11,285,03_A8A2,1.0,high-low,low-high,False,11,2.2
021_03_A8A2_1.0,0.047261,0.468041,13,285,03_A8A2,1.0,low-low,high-low,False,0,0.0
021_03_A8A2_2.0,0.181385,0.419365,30,270,03_A8A2,2.0,low-low,,True,0,0.0
021_03_A8A2_2.0,0.419365,0.181385,154,270,03_A8A2,2.0,low-low,low-low,True,0,0.0
021_03_A8A2_2.0,0.181385,0.419365,59,270,03_A8A2,2.0,low-low,low-low,True,0,0.0
022_03_A8A2_1.0,0.059121,0.398905,1467,1495,03_A8A2,1.0,low-low,,False,0,0.0
023_03_A8A2_1.0,0.076353,0.35865,337,480,03_A8A2,1.0,low-low,,False,0,0.0
023_03_A8A2_1.0,0.35865,0.707463,33,480,03_A8A2,1.0,low-high,low-low,False,33,6.6000000000000005
023_03_A8A2_1.0,0.707463,0.35865,60,480,03_A8A2,1.0,high-low,low-high,False,60,12.0
023_03_A8A2_2.0,0.089637,0.39544,251,320,03_A8A2,2.0,low-low,,False,0,0.0
024_03_A8A2_1.0,0.069699,0.856097,365,375,03_A8A2,1.0,low-high,,False,365,73.0
024_03_A8A2_2.0,0.706872,0.479134,217,218,03_A8A2,2.0,high-low,,False,217,43.400000000000006
025_03_A8A2_1.0,0.018229,0.477691,655,660,03_A8A2,1.0,low-low,,False,0,0.0
025_03_A8A2_2.0,0.152499,0.334905,12,886,03_A8A2,2.0,low-low,,True,0,0.0
025_03_A8A2_2.0,0.334905,0.152499,7,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,0.334905,17,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,-0.067097,11,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,2,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,0.334905,79,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,0.152499,13,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,39,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.334905,6,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,0.152499,13,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,44,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,5,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,13,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.334905,16,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,0.152499,9,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,28,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.334905,2,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,-0.067097,31,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,4,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,14,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,18,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,33,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,4,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,6,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,3,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,15,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,9,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,34,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,3,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,86,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,10,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,9,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,2,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,25,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.334905,8,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,0.152499,10,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,102,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.152499,4,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,0.334905,20,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,0.152499,33,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.152499,-0.067097,6,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,-0.067097,0.334905,3,886,03_A8A2,2.0,low-low,low-low,True,0,0.0
025_03_A8A2_2.0,0.334905,0.75466,20,886,03_A8A2,2.0,low-high,low-low,False,808,161.60000000000002
025_03_A8A2_2.0,0.75466,0.334905,54,886,03_A8A2,2.0,high-low,low-high,False,54,10.8
026_03_A8A2_1.0,0.979377,0.252272,34,250,03_A8A2,1.0,high-low,,False,34,6.800000000000001
026_03_A8A2_1.0,0.252272,0.62294,197,250,03_A8A2,1.0,low-high,high-low,False,197,39.400000000000006
026_03_A8A2_2.0,0.370531,0.225377,104,335,03_A8A2,2.0,low-low,,True,0,0.0
026_03_A8A2_2.0,0.225377,0.370531,95,335,03_A8A2,2.0,low-low,low-low,True,0,0.0
026_03_A8A2_2.0,0.370531,0.225377,13,335,03_A8A2,2.0,low-low,low-low,True,0,0.0
026_03_A8A2_2.0,0.225377,0.370531,119,335,03_A8A2,2.0,low-low,low-low,True,0,0.0
027_03_A8A2_1.0,0.67465,0.176152,149,1100,03_A8A2,1.0,high-low,,False,149,29.8
027_03_A8A2_1.0,0.176152,0.276765,192,1100,03_A8A2,1.0,low-low,high-low,True,0,0.0
027_03_A8A2_1.0,0.276765,0.471473,598,1100,03_A8A2,1.0,low-low,low-low,True,0,0.0
027_03_A8A2_2.0,0.027358,0.290058,140,160,03_A8A2,2.0,low-low,,False,0,0.0
028_03_A8A2_2.0,0.038976,0.515241,394,615,03_A8A2,2.0,low-high,,False,394,78.80000000000001
028_03_A8A2_2.0,0.515241,0.038976,47,615,03_A8A2,2.0,high-low,low-high,False,47,9.4
028_03_A8A2_2.0,0.038976,0.515241,144,615,03_A8A2,2.0,low-high,high-low,False,144,28.8
029_03_A8A2_1.0,0.068436,0.578911,1455,1460,03_A8A2,1.0,low-high,,False,1455,291.0
029_03_A8A2_2.0,0.398332,0.016119,89,101,03_A8A2,2.0,low-low,,False,0,0.0
030_03_A8A2_1.0,0.074435,0.900416,198,500,03_A8A2,1.0,low-high,,False,198,39.6
030_03_A8A2_1.0,0.900416,0.727174,93,500,03_A8A2,1.0,high-high,low-high,True,0,0.0
030_03_A8A2_1.0,0.727174,0.900416,47,500,03_A8A2,1.0,high-high,high-high,True,0,0.0
030_03_A8A2_1.0,0.900416,0.727174,11,500,03_A8A2,1.0,high-high,high-high,True,0,0.0
030_03_A8A2_1.0,0.727174,0.900416,45,500,03_A8A2,1.0,high-high,high-high,True,0,0.0
030_03_A8A2_1.0,0.900416,0.727174,16,500,03_A8A2,1.0,high-high,high-high,True,0,0.0
031_03_A8A2_1.0,0.064272,0.592333,732,740,03_A8A2,1.0,low-high,,False,732,146.4
031_03_A8A2_2.0,0.043958,0.309486,152,1473,03_A8A2,2.0,low-low,,True,0,0.0
031_03_A8A2_2.0,0.309486,0.043958,8,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,30,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,26,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,66,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,303,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,6,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,11,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,10,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,58,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,7,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,0.309486,7,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.309486,0.043958,1,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,62,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.309486,3,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.309486,0.043958,5,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,34,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,14,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,7,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,9,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,6,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,0.309486,45,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.309486,-0.131147,6,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,9,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,29,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,1,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,29,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,17,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,0.309486,33,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.309486,0.043958,3,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,77,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,4,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,10,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,13,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,0.309486,105,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.309486,0.043958,5,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,21,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,7,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,37,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,12,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,0.309486,90,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.309486,0.043958,20,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,-0.131147,9,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,-0.131147,0.043958,2,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
031_03_A8A2_2.0,0.043958,0.309486,45,1473,03_A8A2,2.0,low-low,low-low,True,0,0.0
032_03_A8A2_1.0,0.070858,0.425878,1288,1355,03_A8A2,1.0,low-low,,True,0,0.0
032_03_A8A2_1.0,0.425878,0.070858,1,1355,03_A8A2,1.0,low-low,low-low,True,0,0.0
032_03_A8A2_1.0,0.070858,0.425878,58,1355,03_A8A2,1.0,low-low,low-low,True,0,0.0
032_03_A8A2_2.0,0.027447,0.687561,169,575,03_A8A2,2.0,low-high,,False,169,33.800000000000004
032_03_A8A2_2.0,0.687561,0.027447,6,575,03_A8A2,2.0,high-low,low-high,False,6,1.2000000000000002
032_03_A8A2_2.0,0.027447,0.966732,82,575,03_A8A2,2.0,low-high,high-low,False,82,16.400000000000002
032_03_A8A2_2.0,0.966732,0.027447,1,575,03_A8A2,2.0,high-low,low-high,False,1,0.2
032_03_A8A2_2.0,0.027447,0.966732,1,575,03_A8A2,2.0,low-high,high-low,False,1,0.2
032_03_A8A2_2.0,0.966732,0.687561,25,575,03_A8A2,2.0,high-high,low-high,True,0,0.0
032_03_A8A2_2.0,0.687561,0.966732,1,575,03_A8A2,2.0,high-high,high-high,True,0,0.0
032_03_A8A2_2.0,0.966732,0.027447,5,575,03_A8A2,2.0,high-low,high-high,False,26,5.2
032_03_A8A2_2.0,0.027447,0.687561,250,575,03_A8A2,2.0,low-high,high-low,False,250,50.0
032_03_A8A2_2.0,0.687561,0.966732,31,575,03_A8A2,2.0,high-high,low-high,False,0,0.0
033_03_A8A2_2.0,0.04025,0.282364,92,146,03_A8A2,2.0,low-low,,False,0,0.0
